idea_id,family,name,hypothesis,target_problem,target_benchmark,expected_live_known_features,required_timeframe,entry_logic,exit_logic,risk_logic,why_it_might_work,why_it_might_fail,lookahead_risk,hardcoding_risk,live_known_safety,expected_pnl_impact,expected_pf_impact,expected_dd_impact,expected_stress_impact,expected_trade_count_impact,implementation_complexity,overfit_risk,data_requirement,test_priority,strategy_family,candidate_template_compatibility
IDEA_245,Lookahead Protection Ideas,Lookahead Protection Ideas Variant 9,Using Strict event-driven closed-candle guards with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Lookahead Protection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Lookahead Protection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,CRITICAL_GUARD,+$1000,1.40,-9.0%,7/15 PASS,-10%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_246,Lookahead Protection Ideas,Lookahead Protection Ideas Variant 10,Using Strict event-driven closed-candle guards with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Lookahead Protection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Lookahead Protection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,CRITICAL_GUARD,+$1500,1.50,-15.0%,8/15 PASS,-15%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_247,Lookahead Protection Ideas,Lookahead Protection Ideas Variant 11,Using Strict event-driven closed-candle guards with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Lookahead Protection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Lookahead Protection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,CRITICAL_GUARD,+$2000,1.60,-12.0%,9/15 PASS,-20%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_248,Lookahead Protection Ideas,Lookahead Protection Ideas Variant 12,Using Strict event-driven closed-candle guards with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Lookahead Protection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Lookahead Protection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,CRITICAL_GUARD,+$2500,1.30,-9.0%,6/15 PASS,-25%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_249,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 1,Using Mock connector and Testnet compatibility with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.40,-15.0%,7/15 PASS,-30%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_250,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 2,Using Mock connector and Testnet compatibility with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.50,-12.0%,8/15 PASS,-10%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_251,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 3,Using Mock connector and Testnet compatibility with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.60,-9.0%,9/15 PASS,-15%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_252,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 4,Using Mock connector and Testnet compatibility with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.30,-15.0%,6/15 PASS,-20%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_253,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 5,Using Mock connector and Testnet compatibility with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.40,-12.0%,7/15 PASS,-25%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_254,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 6,Using Mock connector and Testnet compatibility with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.50,-9.0%,8/15 PASS,-30%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_255,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 7,Using Mock connector and Testnet compatibility with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.60,-15.0%,9/15 PASS,-10%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_256,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 8,Using Mock connector and Testnet compatibility with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.30,-12.0%,6/15 PASS,-15%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_257,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 9,Using Mock connector and Testnet compatibility with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.40,-9.0%,7/15 PASS,-20%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_258,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 10,Using Mock connector and Testnet compatibility with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-15.0%,8/15 PASS,-25%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_259,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 11,Using Mock connector and Testnet compatibility with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-12.0%,9/15 PASS,-30%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_260,Shadow-Trading Readiness Ideas,Shadow-Trading Readiness Ideas Variant 12,Using Mock connector and Testnet compatibility with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Shadow-Trading Readiness Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Shadow-Trading Readiness Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-9.0%,6/15 PASS,-10%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_261,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 1,Using Anti-overfit and regime whipsaw filters with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-15.0%,7/15 PASS,-15%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_262,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 2,Using Anti-overfit and regime whipsaw filters with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.50,-12.0%,8/15 PASS,-20%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_263,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 3,Using Anti-overfit and regime whipsaw filters with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.60,-9.0%,9/15 PASS,-25%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_264,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 4,Using Anti-overfit and regime whipsaw filters with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.30,-15.0%,6/15 PASS,-30%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_265,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 5,Using Anti-overfit and regime whipsaw filters with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.40,-12.0%,7/15 PASS,-10%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_266,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 6,Using Anti-overfit and regime whipsaw filters with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.50,-9.0%,8/15 PASS,-15%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_267,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 7,Using Anti-overfit and regime whipsaw filters with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.60,-15.0%,9/15 PASS,-20%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_268,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 8,Using Anti-overfit and regime whipsaw filters with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.30,-12.0%,6/15 PASS,-25%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_269,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 9,Using Anti-overfit and regime whipsaw filters with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.40,-9.0%,7/15 PASS,-30%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_270,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 10,Using Anti-overfit and regime whipsaw filters with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.50,-15.0%,8/15 PASS,-10%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_271,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 11,Using Anti-overfit and regime whipsaw filters with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.60,-12.0%,9/15 PASS,-15%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_272,Failure-Mode Prevention Ideas,Failure-Mode Prevention Ideas Variant 12,Using Anti-overfit and regime whipsaw filters with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Failure-Mode Prevention Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Failure-Mode Prevention Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.30,-9.0%,6/15 PASS,-20%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_273,Trend Continuation Ideas,Trend Continuation Ideas Variant 1,Using High-ADX trend expansion overrides with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.40,-15.0%,7/15 PASS,-25%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_274,Trend Continuation Ideas,Trend Continuation Ideas Variant 2,Using High-ADX trend expansion overrides with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.50,-12.0%,8/15 PASS,-30%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_275,Trend Continuation Ideas,Trend Continuation Ideas Variant 3,Using High-ADX trend expansion overrides with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.60,-9.0%,9/15 PASS,-10%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_276,Trend Continuation Ideas,Trend Continuation Ideas Variant 4,Using High-ADX trend expansion overrides with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.30,-15.0%,6/15 PASS,-15%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_277,Trend Continuation Ideas,Trend Continuation Ideas Variant 5,Using High-ADX trend expansion overrides with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.40,-12.0%,7/15 PASS,-20%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_278,Trend Continuation Ideas,Trend Continuation Ideas Variant 6,Using High-ADX trend expansion overrides with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-9.0%,8/15 PASS,-25%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_279,Trend Continuation Ideas,Trend Continuation Ideas Variant 7,Using High-ADX trend expansion overrides with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-15.0%,9/15 PASS,-30%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_280,Trend Continuation Ideas,Trend Continuation Ideas Variant 8,Using High-ADX trend expansion overrides with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-12.0%,6/15 PASS,-10%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_281,Trend Continuation Ideas,Trend Continuation Ideas Variant 9,Using High-ADX trend expansion overrides with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-9.0%,7/15 PASS,-15%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_282,Trend Continuation Ideas,Trend Continuation Ideas Variant 10,Using High-ADX trend expansion overrides with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.50,-15.0%,8/15 PASS,-20%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_283,Trend Continuation Ideas,Trend Continuation Ideas Variant 11,Using High-ADX trend expansion overrides with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.60,-12.0%,9/15 PASS,-25%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_284,Trend Continuation Ideas,Trend Continuation Ideas Variant 12,Using High-ADX trend expansion overrides with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Trend Continuation Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Trend Continuation Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.30,-9.0%,6/15 PASS,-30%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
